InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
1_HARDERSFIELD_3798,1,3798,Ciroc Apple Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,19.83,12,237.96,1
30_CULCHETH_2753,30,2753,Johnnie Walker Black Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,44.77,6,268.62,1
47_PELLA'S WISH_2443,47,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.48,6,80.88,1
1_HARDERSFIELD_1384,1,1384,Bulleit 95 Rye,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,18.93,11,208.23,1
7_STANMORE_3736,7,3736,Smirnoff Cherry Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.2,12,98.4,1
22_SHARNWICK_1384,22,1384,Bulleit 95 Rye,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,18.93,36,681.48,1
47_PELLA'S WISH_3746,47,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.52,6,51.12,1
30_CULCHETH_3925,30,3925,Don Julio Reposado Tequila,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,37.87,6,227.22,1
67_EANVERNESS_2468,67,2468,Crown Royal Nrth Harvest Rye,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,22.39,20,447.8,1
38_GOULCREST_3827,38,3827,Popov Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,9.28,4,37.12,1
30_CULCHETH_1883,30,1883,Seagrams 7 Crown,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.23,5,66.15,1
52_GRAYCOTT_3276,52,3276,Gordons London Dry,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,9.62,3,28.86,1
30_CULCHETH_2468,30,2468,Crown Royal Nrth Harvest Rye,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,22.39,12,268.68,1
1_HARDERSFIELD_5847,1,5847,Godiva Chocolate Liqueur,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,17.31,10,173.1,1
15_WANBORNE_8178,15,8178,Bulleit Bourbon,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,18.51,12,222.12,1
76_DONCASTER_3835,76,3835,Smirnoff Raspberry Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.2,12,98.4,1
15_WANBORNE_8202,15,8202,Sambuca Romana,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.33,12,159.96,1
30_CULCHETH_8680,30,8680,Crown Royal,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,28.88,10,288.8,1
50_MOUNTMEND_2894,50,2894,Scoresby Rare,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,12.94,6,77.64,1
7_STANMORE_4330,7,4330,Capt Morgan Spiced Rum 100,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,20.79,3,62.37,1
15_WANBORNE_2443,15,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.48,5,67.4,1
76_DONCASTER_8778,76,8778,Bulleit Bourbon,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,37.29,12,447.48,1
76_DONCASTER_3798,76,3798,Ciroc Apple Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,19.83,24,475.92,1
66_EANVERNESS_4385,66,4385,Parrot Bay 90 Coconut Capt,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,16.54,6,99.24,1
5_SUTTON_8726,5,8726,Baileys Irish Cream,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,1.43,76,108.68,1
1_HARDERSFIELD_8512,1,8512,Baileys Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,14.72,102,1501.44,1
1_HARDERSFIELD_5392,1,5392,Goldschlager Cinnamon Schnps,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.63,11,149.93,1
38_GOULCREST_3608,38,3608,Smirnoff Orange Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,0.72,115,82.8,1
18_FURNESS_4798,18,4798,Sambuca Romana Liqueur,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,1.54,12,18.48,1
15_WANBORNE_3878,15,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,7.96,11,87.56,1
54_GUTHRAM_3545,54,3545,Ketel One Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,21.89,23,503.47,1
1_HARDERSFIELD_3827,1,3827,Popov Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,9.28,6,55.68,1
23_ARBINGTON_8726,23,8726,Baileys Irish Cream,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,1.43,80,114.4,1
47_PELLA'S WISH_4113,47,4113,Capt Morgan White,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,0.74,10,7.4,1
22_SHARNWICK_1883,22,1883,Seagrams 7 Crown,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.23,5,66.15,1
30_CULCHETH_4390,30,4390,Ron Zacapa 23 Yr Old Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,33.33,3,99.99,1
1_HARDERSFIELD_3549,1,3549,Ketel One Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,17.82,24,427.68,1
50_MOUNTMEND_2494,50,2494,Crown Royal Regal Apple,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,31,6,186,1
76_DONCASTER_2602,76,2602,Caol Ila 12 Yr Islay Single,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,43.84,5,219.2,1
38_GOULCREST_2723,38,2723,J & B Rare,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,21.42,11,235.62,1
5_SUTTON_2499,5,2499,Crown Royal Black,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,21.53,12,258.36,1
52_GRAYCOTT_8111,52,8111,Smirnoff 80 Proof,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,0.77,120,92.4,1
67_EANVERNESS_3798,67,3798,Ciroc Apple Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,19.83,10,198.3,1
15_WANBORNE_8082,15,8082,Baileys Irish Cream,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,21.73,45,977.85,1
52_GRAYCOTT_8178,52,8178,Bulleit Bourbon,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,18.51,24,444.24,1
66_EANVERNESS_2757,66,2757,Johnnie Walker Red Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,22.38,16,358.08,1
38_GOULCREST_8778,38,8778,Bulleit Bourbon,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,37.29,5,186.45,1
22_SHARNWICK_3396,22,3396,Smirnoff Vanilla Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.73,6,82.38,1
52_GRAYCOTT_3456,52,3456,Tanqueray Sterling Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.27,6,79.62,1
15_WANBORNE_3276,15,3276,Gordons London Dry,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,9.62,6,57.72,1
66_EANVERNESS_3593,66,3593,Smirnoff Blue 100 Proof Trav,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,21.42,6,128.52,1
47_PELLA'S WISH_3102,47,3102,Smirnoff Traveler,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,12.94,60,776.4,1
69_MOUNTMEND_2654,69,2654,Tanqueray Bloomsbury,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,22.47,6,134.82,1
76_DONCASTER_2723,76,2723,J & B Rare,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,21.42,6,128.52,1
15_WANBORNE_3746,15,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,8.52,40,340.8,1
76_DONCASTER_3366,76,3366,Tanqueray Rangpur Gin,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,24.45,12,293.4,1
38_GOULCREST_3879,38,3879,Smirnoff 80 Proof Traveler,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,7.91,29,229.39,1
1_HARDERSFIELD_3879,1,3879,Smirnoff 80 Proof Traveler,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,7.91,34,268.94,1
1_HARDERSFIELD_2757,1,2757,Johnnie Walker Red Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,22.38,20,447.6,1
38_GOULCREST_2654,38,2654,Tanqueray Bloomsbury,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,22.47,6,134.82,1
5_SUTTON_8893,5,8893,Yukon Jack,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,12.68,11,139.48,1
54_GUTHRAM_2753,54,2753,Johnnie Walker Black Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,44.77,5,223.85,1
69_MOUNTMEND_2443,69,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.48,9,121.32,1
76_DONCASTER_2494,76,2494,Crown Royal Regal Apple,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,31,6,186,1
29_AYLESBURY_4261,29,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,16.17,16,258.72,1
69_MOUNTMEND_497,69,497,Capt Morgan Spiced Rum,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,14.7,24,352.8,1
43_WOLFORD_5890,43,5890,Godiva Wh Chocolate Liqueur,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,16.66,1,16.66,1
69_MOUNTMEND_1883,69,1883,Seagrams 7 Crown,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.23,4,52.92,1
1_HARDERSFIELD_5491,1,5491,Rumpleminze,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,1.46,103,150.38,1
1_HARDERSFIELD_3754,1,3754,Smirnoff Blueberry Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,8.79,12,105.48,1
1_HARDERSFIELD_5616,1,5616,Emmets Irish Cream,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,15.38,6,92.28,1
30_CULCHETH_8178,30,8178,Bulleit Bourbon,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,18.51,24,444.24,1
30_CULCHETH_822,30,822,Tanqueray,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,19.99,12,239.88,1
54_GUTHRAM_3072,54,3072,Ciroc Peach Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,18.24,12,218.88,1
15_WANBORNE_497,15,497,Capt Morgan Spiced Rum,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,14.7,8,117.6,1
5_SUTTON_4262,5,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,11.19,10,111.9,1
16_LUNDY_4261,16,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,03-01-2024,10-01-2024,19-02-2024,16.17,32,517.44,1
50_MOUNTMEND_3798,50,3798,Ciroc Apple Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,19.83,7,138.81,1
5_SUTTON_3489,5,3489,Tanqueray,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,20.73,6,124.38,1
78_EASTHAVEN_3746,78,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,8.52,6,51.12,1
54_GUTHRAM_2752,54,2752,Johnnie Walker Black Label,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,26.31,23,605.13,1
76_DONCASTER_4262,76,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,11.19,10,111.9,1
54_GUTHRAM_3495,54,3495,Ketel One Citroen Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,23.52,6,141.12,1
30_CULCHETH_8512,30,8512,Baileys Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,14.72,71,1045.12,1
50_MOUNTMEND_4262,50,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,11.19,23,257.37,1
52_GRAYCOTT_3746,52,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.52,12,102.24,1
5_SUTTON_2494,5,2494,Crown Royal Regal Apple,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,31,12,372,1
52_GRAYCOTT_3747,52,3747,Gordons Vodka Traveler,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,5.18,11,56.98,1
18_FURNESS_5438,18,5438,Emmets Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,7.51,12,90.12,1
50_MOUNTMEND_3783,50,3783,Ciroc Apple Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,1.5,41,61.5,1
29_AYLESBURY_2767,29,2767,Johnnie Walker Blue Label,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,139.7,3,419.1,1
38_GOULCREST_1892,38,1892,Yukon Jack,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,0.72,94,67.68,1
52_GRAYCOTT_3876,52,3876,Smirnoff 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.95,3,41.85,1
52_GRAYCOTT_8517,52,8517,Baileys Salted Caramel,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.86,12,166.32,1
78_EASTHAVEN_3366,78,3366,Tanqueray Rangpur Gin,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,24.45,6,146.7,1
23_ARBINGTON_8441,23,8441,Baileys Irish Cream,375mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.92,11,98.12,1
30_CULCHETH_1886,30,1886,Seagrams 7 Crown,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,7.96,12,95.52,1
54_GUTHRAM_597,54,597,Baileys Irish Cream,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,21.53,11,236.83,1
52_GRAYCOTT_2432,52,2432,Crown Royal,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,17.59,9,158.31,1
1_HARDERSFIELD_8517,1,8517,Baileys Salted Caramel,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,13.86,12,166.32,1
34_PITMERDEN_3743,34,3743,Smirnoff Sorbet Pine/Coconut,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.02,12,96.24,1
30_CULCHETH_8053,30,8053,Seagrams 7 Crown,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,0.75,120,90,1
5_SUTTON_3878,5,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,7.96,10,79.6,1
78_EASTHAVEN_2287,78,2287,Johnnie Walker Double Black,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,29.22,1,29.22,1
18_FURNESS_3876,18,3876,Smirnoff 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.95,10,139.5,1
22_SHARNWICK_2757,22,2757,Johnnie Walker Red Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,22.38,18,402.84,1
18_FURNESS_3879,18,3879,Smirnoff 80 Proof Traveler,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,7.91,12,94.92,1
78_EASTHAVEN_8512,78,8512,Baileys Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,14.72,9,132.48,1
18_FURNESS_4264,18,4264,Capt Morgan Spiced Rum Trav,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,11.53,11,126.83,1
30_CULCHETH_1384,30,1384,Bulleit 95 Rye,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,18.93,12,227.16,1
34_PITMERDEN_2956,34,2956,Vat 69 Gold,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,10.71,6,64.26,1
34_PITMERDEN_3503,34,3503,Smirnoff Sorbet Rasp/Pomegra,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.2,12,98.4,1
7_STANMORE_305,7,305,Crown Royal Canadian Whisky,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,22.21,12,266.52,1
1_HARDERSFIELD_4734,1,4734,Capt Morgan Cannon Blast,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,11.9,18,214.2,1
76_DONCASTER_2894,76,2894,Scoresby Rare,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,12.94,12,155.28,1
23_ARBINGTON_4368,23,4368,Capt Morgan Private Stock,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,23.91,5,119.55,1
16_LUNDY_3878,16,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,03-01-2024,10-01-2024,19-02-2024,7.96,12,95.52,1
38_GOULCREST_8441,38,8441,Baileys Irish Cream,375mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,8.92,9,80.28,1
38_GOULCREST_2721,38,2721,Johnnie Walker Green Label,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,47.61,12,571.32,1
1_HARDERSFIELD_3840,1,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,14.39,11,158.29,1
54_GUTHRAM_1868,54,1868,Lagavulin Single Malt 16-Yr,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,49.62,12,595.44,1
76_DONCASTER_3783,76,3783,Ciroc Apple Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,1.5,55,82.5,1
67_EANVERNESS_4330,67,4330,Capt Morgan Spiced Rum 100,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,20.79,5,103.95,1
37_PAETHSMOUTH_3840,37,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,14.39,6,86.34,1
50_MOUNTMEND_3276,50,3276,Gordons London Dry,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,9.62,19,182.78,1
1_HARDERSFIELD_3593,1,3593,Smirnoff Blue 100 Proof Trav,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,21.42,6,128.52,1
1_HARDERSFIELD_3606,1,3606,Smirnoff Raspberry Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,0.74,115,85.1,1
76_DONCASTER_2956,76,2956,Vat 69 Gold,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,10.71,6,64.26,1
1_HARDERSFIELD_3609,1,3609,Smirnoff Vanilla Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,0.74,111,82.14,1
7_STANMORE_3876,7,3876,Smirnoff 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.95,2,27.9,1
67_EANVERNESS_2443,67,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,13.48,8,107.84,1
30_CULCHETH_3877,30,3877,Smirnoff Green Apple Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,01-01-2024,10-01-2024,19-02-2024,8.65,12,103.8,1
76_DONCASTER_4368,76,4368,Capt Morgan Private Stock,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,23.91,5,119.55,1
34_PITMERDEN_3606,34,3606,Smirnoff Raspberry Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,0.74,79,58.46,1
34_PITMERDEN_3609,34,3609,Smirnoff Vanilla Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,0.74,118,87.32,1
69_MOUNTMEND_567,69,567,Ketel One Vodka,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,20.71,12,248.52,1
69_MOUNTMEND_3580,69,3580,Smirnoff Orange Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,8173,24-12-2023,02-01-2024,10-01-2024,19-02-2024,8.08,12,96.96,1
